100,1.16 
2022-09-25,102900011035078,6.77 
2022-09-25,102900011035481,3.30 
2022-09-25,102900011035511,4.54 
2022-09-25,102900051009336,14.37 
2022-09-25,102900051010455,3.31 
2022-09-25,106949711300259,2.87 
2022-09-25,106957634300058,0.10 
2022-09-26,102900005115250,5.33 
2022-09-26,102900005115793,11.59 
2022-09-26,102900005115878,4.13 
2022-09-26,102900005115885,14.23 
2022-09-26,102900005115946,2.89 
2022-09-26,102900005115960,2.20 
2022-09-26,102900005116509,5.12 
2022-09-26,102900005116530,12.00 
2022-09-26,102900005116714,7.06 
2022-09-26,102900005116837,8.19 
2022-09-26,102900005116899,4.48 
2022-09-26,102900005118831,3.86 
2022-09-26,102900005119975,2.15 
2022-09-26,102900011007044,3.32 
2022-09-26,102900011008522,1.93 
2022-09-26,102900011013274,5.00 
2022-09-26,102900011016701,13.18 
2022-09-26,102900011021842,7.50 
2022-09-26,102900011022849,3.20 
2022-09-26,102900011029688,2.60 
2022-09-26,102900011030059,3.00 
2022-09-26,102900011030097,1.82 
2022-09-26,102900011030110,2.22 
2022-09-26,102900011030134,0.72 
2022-09-26,102900011030141,0.88 
2022-09-26,102900011030905,1.36 
2022-09-26,102900011030912,3.20 
2022-09-26,102900011030929,1.57 
2022-09-26,102900011031100,1.53 
2022-09-26,102900011031582,2.09 
2022-09-26,102900011031995,2.28 
2022-09-26,102900011032022,2.05 
2022-09-26,102900011032206,0.10 
2022-09-26,102900011032213,2.08 
2022-09-26,102900011032244,2.83 
2022-09-26,102900011032251,3.71 
2022-09-26,102900011032343,18.84 
2022-09-26,102900011032367,8.59 
2022-09-26,102900011032619,13.45 
2022-09-26,102900011032732,11.96 
2022-09-26,102900011032848,1.11 
2022-09-26,102900011033920,4.29 
2022-09-26,102900011033937,9.09 
2022-09-26,102900011033944,8.69 
2022-09-26,102900011034026,5.23 
2022-09-26,102900011034224,0.67 
2022-09-26,102900011034231,0.85 
2022-09-26,102900011034330,3.47 
2022-09-26,102900011034439,2.10 
2022-09-26,102900011035078,7.00 
2022-09-26,102900011035481,3.32 
2022-09-26,102900011035511,4.49 
2022-09-26,102900051004294,12.82 
2022-09-26,102900051009336,14.33 
2022-09-26,102900051010455,2.98 
2022-09-26,106949711300259,2.73 
2022-09-27,102900005115786,2.27 
2022-09-27,102900005115793,11.44 
2022-09-27,102900005115878,3.43 
2022-09-27,102900005115885,14.23 
2022-09-27,102900005115946,2.85 
2022-09-27,102900005115960,2.33 
2022-09-27,102900005116509,5.10 
2022-09-27,102900005116530,12.00 
2022-09-27,102900005116714,7.13 
2022-09-27,102900005116837,6.98 
2022-09-27,102900005116899,4.49 
2022-09-27,102900005118831,3.91 
2022-09-27,102900011006955,10.52 
2022-09-27,102900011007044,3.31 
2022-09-27,102900011013274,5.00 
2022-09-27,102900011016701,13.37 
2022-09-27,102900011021842,7.61 
2022-09-27,102900011022849,2.65 
2022-09-27,102900011030059,2.22 
2022-09-27,102900011030097,1.82 
2022-09-27,102900011030110,2.22 
2022-09-27,102900011030134,0.41 
2022-09-27,102900011030141,1.11 
2022-09-27,102900011030905,1.35 
2022-09-27,102900011030912,3.20 
2022-09-27,102900011030929,1.57 
2022-09-27,102900011031100,1.54 
2022-09-27,102900011031582,2.09 
2022-09-27,102900011031995,2.21 
2022-09-27,102900011032022,2.32 
2022-09-27,102900011032213,1.88 
2022-09-27,102900011032244,2.74 
2022-09-27,102900011032251,3.71 
2022-09-27,102900011032367,8.58 
2022-09-27,102900011032619,13.40 
2022-09-27,102900011032732,11.94 
2022-09-27,102900011032848,1.11 
2022-09-27,102900011033920,4.05 
2022-09-27,102900011033937,9.07 
2022-09-27,102900011034026,5.19 
2022-09-27,102900011034224,0.66 
2022-09-27,102900011034231,0.87 
2022-09-27,102900011034330,3.50 
2022-09-27,102900011034439,2.10 
2022-09-27,102900011035078,6.99 
2022-09-27,102900011035481,3.44 
2022-09-27,102900011035511,4.56 
2022-09-27,102900051004294,13.50 
2022-09-27,102900051009336,14.24 
2022-09-27,102900051010455,2.98 
2022-09-27,106949711300259,2.72 
2022-09-28,102900005115625,2.60 
2022-09-28,102900005115786,2.41 
2022-09-28,102900005115793,11.43 
2022-09-28,102900005115878,3.23 
2022-09-28,102900005115960,2.36 
2022-09-28,102900005116509,5.52 
2022-09-28,102900005116530,12.00 
2022-09-28,102900005116714,7.18 
2022-09-28,102900005116837,6.70 
2022-09-28,102900005116899,4.50 
2022-09-28,102900005118831,4.12 
2022-09-28,102900005119975,2.00 
2022-09-28,102900011006955,10.51 
2022-09-28,102900011007044,3.18 
2022-09-28,102900011008522,5.36 
2022-09-28,102900011013274,5.01 
2022-09-28,102900011016701,13.37 
2022-09-28,102900011021842,7.75 
2022-09-28,102900011022849,2.60 
2022-09-28,102900011030059,2.27 
2022-09-28,102900011030097,1.82 
2022-09-28,102900011030134,0.78 
2022-09-28,102900011030141,1.11 
2022-09-28,102900011030905,1.36 
2022-09-28,102900011030912,3.12 
2022-09-28,102900011030929,1.57 
2022-09-28,102900011031100,1.55 
2022-09-28,102900011031582,2.09 
2022-09-28,102900011031995,2.21 
2022-09-28,102900011032022,2.39 
2022-09-28,102900011032206,0.10 
2022-09-28,102900011032213,1.88 
2022-09-28,102900011032244,2.96 
2022-09-28,102900011032251,3.60 
2022-09-28,102900011032343,18.83 
2022-09-28,102900011032367,8.59 
2022-09-28,102900011032619,12.51 
2022-09-28,102900011032848,1.11 
2022-09-28,102900011033920,4.25 
2022-09-28,102900011033937,9.01 
2022-09-28,102900011033944,8.58 
2022-09-28,102900011034026,5.24 
2022-09-28,102900011034224,0.60 
2022-09-28,102900011034231,0.87 
2022-09-28,102900011034330,3.46 
2022-09-28,102900011034439,2.10 
2022-09-28,102900011035078,7.57 
2022-09-28,102900011035481,3.44 
2022-09-28,102900011035511,4.53 
2022-09-28,102900051004294,12.46 
2022-09-28,102900051009336,14.00 
2022-09-28,102900051010455,2.98 
2022-09-28,106949711300259,2.70 
2022-09-29,102900005115625,2.60 
2022-09-29,102900005115786,2.48 
2022-09-29,102900005115793,11.44 
2022-09-29,102900005115878,3.23 
2022-09-29,102900005115946,2.81 
2022-09-29,102900005115960,2.07 
2022-09-29,102900005116509,5.66 
2022-09-29,102900005116530,12.00 
2022-09-29,102900005116714,7.18 
2022-09-29,102900005116837,5.76 
2022-09-29,102900005116899,4.65 
2022-09-29,102900005118817,9.18 
2022-09-29,102900005118831,4.10 
2022-09-29,102900005119975,2.00 
2022-09-29,102900011006955,9.94 
2022-09-29,102900011007044,3.18 
2022-09-29,102900011008522,5.36 
2022-09-29,102900011013274,5.01 
2022-09-29,102900011016701,12.85 
2022-09-29,102900011021842,7.71 
2022-09-29,102900011022849,2.59 
2022-09-29,102900011030059,2.19 
2022-09-29,102900011030097,1.72 
2022-09-29,102900011030110,2.22 
2022-09-29,102900011030134,0.73 
2022-09-29,102900011030141,1.09 
2022-09-29,102900011030905,1.35 
2022-09-29,102900011030912,3.12 
2022-09-29,102900011030929,1.57 
2022-09-29,102900011031100,1.55 
2022-09-29,102900011031582,2.09 
2022-09-29,102900011031995,2.24 
2022-09-29,102900011032022,2.26 
2022-09-29,102900011032206,0.10 
2022-09-29,102900011032213,1.92 
2022-09-29,102900011032237,2.97 
2022-09-29,102900011032244,2.83 
2022-09-29,102900011032251,3.49 
2022-09-29,102900011032343,9.90 
2022-09-29,102900011032367,8.58 
2022-09-29,102900011032619,12.00 
2022-09-29,102900011032732,12.11 
2022-09-29,102900011032848,1.11 
2022-09-29,102900011033920,4.58 
2022-09-29,102900011033937,8.73 
2022-09-29,102900011033944,8.57 
2022-09-29,102900011034026,5.23 
2022-09-29,102900011034224,0.58 
2022-09-29,102900011034231,0.62 
2022-09-29,102900011034262,0.10 
2022-09-29,102900011034330,3.44 
2022-09-29,102900011034439,2.10 
2022-09-29,102900011035078,8.61 
2022-09-29,102900011035481,3.53 
2022-09-29,102900011035511,4.79 
2022-09-29,102900051009336,14.25 
2022-09-29,102900051010455,2.98 
2022-09-29,106949711300259,2.54 
2022-09-30,102900005115786,2.49 
2022-09-30,102900005115793,11.43 
2022-09-30,102900005115878,3.23 
2022-09-30,102900005115946,2.90 
2022-09-30,102900005115960,2.02 
2022-09-30,102900005116509,5.27 
2022-09-30,102900005116530,12.00 
2022-09-30,102900005116714,7.60 
2022-09-30,102900005116837,4.84 
2022-09-30,102900005116899,4.54 
2022-09-30,102900005118817,9.18 
2022-09-30,102900005118824,11.22 
2022-09-30,102900005118831,4.00 
2022-09-30,102900005119975,2.00 
2022-09-30,102900011006955,9.39 
2022-09-30,102900011007044,3.21 
2022-09-30,102900011008164,1.43 
2022-09-30,102900011008522,5.36 
2022-09-30,102900011013274,5.06 
2022-09-30,102900011016701,11.13 
2022-09-30,102900011021842,7.59 
2022-09-30,102900011022849,2.58 
2022-09-30,102900011030059,2.15 
2022-09-30,102900011030097,1.61 
2022-09-30,102900011030134,0.74 
2022-09-30,102900011030141,1.10 
2022-09-30,102900011030905,1.35 
2022-09-30,102900011030912,3.12 
2022-09-30,102900011030929,1.52 
2022-09-30,102900011031100,1.35 
2022-09-30,102900011031582,2.00 
2022-09-30,102900011031995,2.24 
2022-09-30,102900011032022,2.06 
2022-09-30,102900011032213,1.99 
2022-09-30,102900011032237,2.97 
2022-09-30,102900011032251,3.49 
2022-09-30,102900011032343,9.79 
2022-09-30,102900011032367,8.97 
2022-09-30,102900011032619,12.00 
2022-09-30,102900011032732,12.17 
2022-09-30,102900011032848,1.15 
2022-09-30,102900011033920,4.66 
2022-09-30,102900011033937,8.73 
2022-09-30,102900011033944,8.56 
2022-09-30,102900011033968,0.10 
2022-09-30,102900011034026,5.10 
2022-09-30,102900011034224,0.64 
2022-09-30,102900011034231,0.59 
2022-09-30,102900011034330,3.44 
2022-09-30,102900011035078,8.54 
2022-09-30,102900011035511,4.89 
2022-09-30,102900051009336,14.27 
2022-09-30,102900051010455,2.98 
2022-09-30,106949711300259,2.46 
2022-10-01,102900005115625,2.60 
2022-10-01,102900005115786,2.47 
2022-10-01,102900005115793,11.42 
2022-10-01,102900005115854,3.17 
2022-10-01,102900005115878,2.92 
2022-10-01,102900005115946,2.89 
2022-10-01,102900005115960,2.02 
2022-10-01,102900005116509,5.28 
2022-10-01,102900005116530,12.00 
2022-10-01,102900005116714,7.43 
2022-10-01,102900005116837,4.58 
2022-10-01,102900005116899,4.45 
2022-10-01,102900005118817,7.22 
2022-10-01,102900005118831,3.87 
2022-10-01,102900005119104,2.42 
2022-10-01,102900005119975,2.00 
2022-10-01,102900011007044,3.12 
2022-10-01,102900011008164,1.43 
2022-10-01,102900011008522,5.36 
2022-10-01,102900011013274,5.10 
2022-10-01,102900011016701,10.43 
2022-10-01,102900011021842,7.50 
2022-10-01,102900011022849,2.62 
2022-10-01,102900011030059,2.18 
2022-10-01,102900011030097,1.61 
2022-10-01,102900011030110,0.10 
2022-10-01,102900011030134,0.78 
2022-10-01,102900011030141,1.13 
2022-10-01,102900011030158,0.10 
2022-10-01,102900011030905,1.38 
2022-10-01,102900011030912,3.05 
2022-10-01,102900011030929,1.53 
2022-10-01,102900011031100,1.30 
2022-10-01,102900011031582,1.91 
2022-10-01,102900011031995,2.16 
2022-10-01,102900011032022,2.33 
2022-10-01,102900011032213,1.98 
2022-10-01,102900011032237,1.77 
2022-10-01,102900011032244,3.00 
2022-10-01,102900011032251,3.21 
2022-10-01,102900011032367,9.06 
2022-10-01,102900011032619,12.00 
2022-10-01,102900011032848,1.29 
2022-10-01,102900011033920,4.74 
2022-10-01,102900011033944,8.28 
2022-10-01,102900011034026,5.17 
2022-10-01,102900011034224,0.62 
2022-10-01,102900011034231,0.61 
2022-10-01,102900011034330,3.46 
2022-10-01,102900011035078,8.31 
2022-10-01,102900011035481,3.57 
2022-10-01,102900011035511,4.83 
2022-10-01,102900051009336,15.17 
2022-10-01,102900051010455,2.75 
2022-10-01,106949711300259,2.40 
2022-10-02,102900005115625,2.70 
2022-10-02,102900005115786,2.45 
2022-10-02,102900005115793,11.51 
2022-10-02,102900005115878,2.90 
2022-10-02,102900005115946,2.88 
2022-10-02,102900005115960,2.02 
2022-10-02,102900005116509,5.28 
2022-10-02,102900005116530,12.00 
2022-10-02,102900005116714,7.65 
2022-10-02,102900005116837,4.70 
2022-10-02,102900005116899,4.46 
2022-10-02,102900005118817,7.00 
2022-10-02,102900005118831,3.97 
2022-10-02,102900005119975,2.00 
2022-10-02,102900011006955,9.38 
2022-10-02,102900011007044,3.06 
2022-10-02,102900011008522,5.03 
2022-10-02,102900011013274,5.04 
2022-10-02,102900011016701,7.83 
2022-10-02,102900011021842,7.50 
2022-10-02,102900011022849,2.72 
2022-10-02,102900011030059,2.27 
2022-10-02,102900011030097,1.71 
2022-10-02,102900011030134,0.75 
2022-10-02,102900011030141,1.10 
2022-10-02,102900011030912,3.01 
2022-10-02,102900011030929,1.54 
2022-10-02,102900011031100,1.23 
2022-10-02,102900011031582,1.91 
2022-10-02,102900011031995,1.19 
2022-10-02,102900011032022,2.25 
2022-10-02,102900011032213,1.98 
2022-10-02,102900011032237,0.10 
2022-10-02,102900011032244,1.46 
2022-10-02,102900011032251,2.78 
2022-10-02,102900011032343,9.79 
2022-10-02,102900011032367,9.29 
2022-10-02,102900011032619,11.98 
2022-10-02,102900011032732,11.82 
2022-10-02,102900011032848,1.20 
2022-10-02,102900011033920,4.74 
2022-10-02,102900011033937,7.90 
2022-10-02,102900011034026,5.21 
2022-10-02,102900011034224,0.55 
2022-10-02,102900011034231,0.36 
2022-10-02,102900011034330,3.44 
2022-10-02,102900011035078,8.50 
2022-10-02,102900011035481,3.58 
2022-10-02,102900011035511,4.66 
2022-10-02,102900051009336,15.31 
2022-10-02,102900051010455,3.00 
2022-10-02,106949711300259,2.42 
2022-10-03,102900005115625,3.00 
2022-10-03,102900005115786,2.48 
2022-10-03,102900005115878,2.48 
2022-10-03,102900005115946,2.90 
2022-10-03,102900005116509,5.25 
2022-10-03,102900005116530,12.00 
2022-10-03,102900005116714,7.66 
2022-10-03,102900005116837,5.06 
2022-10-03,102900005116899,4.48 
2022-10-03,102900005118831,3.96 
2022-10-03,102900005119975,2.00 
2022-10-03,102900011006955,9.18 
2022-10-03,102900011007044,3.10 
2022-10-03,102900011008522,4.86 
2022-10-03,102900011013274,4.87 
2022-10-03,102900011016701,7.22 
2022-10-03,102900011021842,7.50 
2022-10-03,102900011022849,2.90 
2022-10-03,102900011030059,2.27 
2022-10-03,102900011030097,1.36 
2022-10-03,102900011030110,1.98 
2022-10-03,102900011030134,0.70 
2022-10-03,102900011030141,1.20 
2022-10-03,102900011030929,1.54 
2022-10-03,102900011031100,1.23 
2022-10-03,102900011031582,1.63 
2022-10-03,102900011031995,2.06 
2022-10-03,102900011032022,1.96 
2022-10-03,102900011032213,1.59 
2022-10-03,102900011032244,3.24 
2022-10-03,102900011032251,2.64 
2022-10-03,102900011032343,9.78 
2022-10-03,102900011032367,6.06 
2022-10-03,102900011032619,12.00 
2022-10-03,102900011032848,1.20 
2022-10-03,102900011033906,2.03 
2022-10-03,102900011033920,4.85 
2022-10-03,102900011033937,7.08 
2022-10-03,102900011034026,4.94 
2022-10-03,102900011034224,0.59 
2022-10-03,102900011034231,0.64 
2022-10-03,102900011034330,3.44 
2022-10-03,102900011034439,2.10 
2022-10-03,102900011035078,9.36 
2022-10-03,102900011035511,4.45 
2022-10-03,102900051009336,14.63 
2022-10-03,102900051010455,3.26 
2022-10-03,106949711300259,2.36 
2022-10-04,102900005115625,3.00 
2022-10-04,102900005115786,2.46 
2022-10-04,102900005115793,11.11 
2022-10-04,102900005115878,2.65 
2022-10-04,102900005115946,2.88 
2022-10-04,102900005115960,2.00 
2022-10-04,102900005116509,5.25 
2022-10-04,102900005116530,13.00 
2022-10-04,102900005116714,7.15 
2022-10-04,102900005116837,5.46 
2022-10-04,102900005116899,4.49 
2022-10-04,102900005118831,2.68 
2022-10-04,102900005119975,2.00 
2022-10-04,102900005125815,8.19 
2022-10-04,102900011006948,5.07 
2022-10-04,102900011006955,4.01 
2022-10-04,102900011007044,3.09 
2022-10-04,102900011008522,0.11 
2022-10-04,102900011013274,4.90 
2022-10-04,102900011016701,7.04 
2022-10-04,102900011021842,7.38 
2022-10-04,102900011022849,2.82 
2022-10-04,102900011030059,2.28 
2022-10-04,102900011030097,1.52 
2022-10-04,102900011030110,2.09 
2022-10-04,102900011030134,0.72 
2022-10-04,102900011030141,1.12 
2022-10-04,102900011030158,0.10 
2022-10-04,102900011030912,3.10 
2022-10-04,102900011030929,1.55 
2022-10-04,102900011031582,1.07 
2022-10-04,102900011031995,2.15 
2022-10-04,102900011032022,1.77 
2022-10-04,102900011032213,1.57 
2022-10-04,102900011032244,3.24 
2022-10-04,102900011032251,2.90 
2022-10-04,102900011032343,12.11 
2022-10-04,102900011032367,10.50 
2022-10-04,102900011032619,11.94 
2022-10-04,102900011032732,10.39 
2022-10-04,102900011032848,1.20 
2022-10-04,102900011033906,1.97 
2022-10-04,102900011033920,4.76 
2022-10-04,102900011033937,6.58 
2022-10-04,102900011033944,8.00 
2022-10-04,102900011034026,4.40 
2022-10-04,102900011034224,0.66 
2022-10-04,102900011034231,0.62 
2022-10-04,102900011034330,3.46 
2022-10-04,102900011034439,2.10 
2022-10-04,102900011035078,9.36 
2022-10-04,102900011035511,4.58 
2022-10-04,102900051009336,14.03 
2022-10-04,102900051010455,3.26 
2022-10-04,106949711300259,2.31 
2022-10-05,102900005115625,3.97 
2022-10-05,102900005115786,2.45 
2022-10-05,102900005115878,2.50 
2022-10-05,102900005115946,2.87 
2022-10-05,102900005115960,1.97 
2022-10-05,102900005116509,5.12 
2022-10-05,102900005116530,13.00 
2022-10-05,102900005116714,7.18 
2022-10-05,102900005116837,5.95 
2022-10-05,102900005116899,4.51 
2022-10-05,102900005118831,2.85 
2022-10-05,102900005119975,2.00 
2022-10-05,102900011000328,0.07 
2022-10-05,102900011006948,5.07 
2022-10-05,102900011007044,3.09 
2022-10-05,102900011008522,4.86 
2022-10-05,102900011016701,6.19 
2022-10-05,102900011021842,7.00 
2022-10-05,102900011022849,2.83 
2022-10-05,102900011030059,2.29 
2022-10-05,102900011030097,1.59 
2022-10-05,102900011030110,2.01 
2022-10-05,102900011030134,0.92 
2022-10-05,102900011030141,1.11 
2022-10-05,102900011030905,1.40 
2022-10-05,102900011030912,2.99 
2022-10-05,102900011030929,1.54 
2022-10-05,102900011031100,1.43 
2022-10-05,102900011031582,1.25 
2022-10-05,102900011031995,1.88 
2022-10-05,102900011032022,1.81 
2022-10-05,102900011032206,0.10 
2022-10-05,102900011032213,1.55 
2022-10-05,102900011032244,3.64 
2022-10-05,102900011032251,2.50 
2022-10-05,102900011032367,10.54 
2022-10-05,102900011032619,12.93 
2022-10-05,102900011032848,1.20 
2022-10-05,102900011033906,2.02 
2022-10-05,102900011033920,4.76 
2022-10-05,102900011033937,6.57 
2022-10-05,102900011033944,8.13 
2022-10-05,102900011034026,5.20 
2022-10-05,102900011034224,0.63 
2022-10-05,102900011034231,0.69 
2022-10-05,102900011034330,3.45 
2022-10-05,102900011034439,2.10 
2022-10-05,102900011035078,9.70 
2022-10-05,102900011035511,4.60 
2022-10-05,102900051009336,15.29 
2022-10-05,102900051010455,3.26 
2022-10-05,106949711300259,2.21 
2022-10-06,102900005115625,4.00 
2022-10-06,102900005115786,2.83 
2022-10-06,102900005115878,2.46 
2022-10-06,102900005115946,2.86 
2022-10-06,102900005116509,4.91 
2022-10-06,102900005116530,13.00 
2022-10-06,102900005116714,7.19 
2022-10-06,102900005116837,7.01 
2022-10-06,102900005116899,4.24 
2022-10-06,102900005118817,0.10 
2022-10-06,102900005119104,2.50 
2022-10-06,102900005119975,2.00 
2022-10-06,102900011006955,10.00 
2022-10-06,102900011007044,3.30 
2022-10-06,102900011013274,2.49 
2022-10-06,102900011016701,5.56 
2022-10-06,102900011021842,7.00 
2022-10-06,102900011022849,3.43 
2022-10-06,102900011030059,2.17 
2022-10-06,102900011030097,1.55 
2022-10-06,102900011030110,2.44 
2022-10-06,102900011030134,1.07 
2022-10-06,102900011030141,1.09 
2022-10-06,102900011030912,2.98 
2022-10-06,102900011030929,1.56 
2022-10-06,102900011031100,1.51 
2022-10-06,102900011031582,1.24 
2022-10-06,102900011031995,2.14 
2022-10-06,102900011032022,1.61 
2022-10-06,102900011032213,1.55 
2022-10-06,102900011032237,1.52 
2022-10-06,102900011032244,3.41 
2022-10-06,102900011032251,1.19 
2022-10-06,102900011032343,12.09 
2022-10-06,102900011032367,11.00 
2022-10-06,102900011032619,13.11 
2022-10-06,102900011032732,10.03 
2022-10-06,102900011032848,1.20 
2022-10-06,102900011033906,1.89 
2022-10-06,102900011033937,6.63 
2022-10-06,102900011033944,8.22 
2022-10-06,102900011034026,4.55 
2022-10-06,102900011034224,0.91 
2022-10-06,102900011034231,0.71 
2022-10-06,102900011034330,3.44 
2022-10-06,102900011034439,2.10 
2022-10-06,102900011035078,14.60 
2022-10-06,102900011035511,4.59 
2022-10-06,102900051009336,15.33 
2022-10-06,102900051010455,3.42 
2022-10-06,106949711300259,2.19 
2022-10-07,102900005115786,3.39 
2022-10-07,102900005115878,2.80 
2022-10-07,102900005116509,4.86 
2022-10-07,102900005116530,13.00 
2022-10-07,102900005116714,7.20 
2022-10-07,102900005116837,7.49 
2022-10-07,102900005116899,4.50 
2022-10-07,102900005119104,2.50 
2022-10-07,102900005119975,2.00 
2022-10-07,102900011006955,10.00 
2022-10-07,102900011007044,3.38 
2022-10-07,102900011013274,2.00 
2022-10-07,102900011016701,5.64 
2022-10-07,102900011021842,7.00 
2022-10-07,102900011022849,3.42 
2022-10-07,102900011030059,2.42 
2022-10-07,102900011030097,1.91 
2022-10-07,102900011030110,3.14 
2022-10-07,102900011030134,1.07 
2022-10-07,102900011030141,1.09 
2022-10-07,102900011030158,0.10 
2022-10-07,102900011030912,3.01 
2022-10-07,102900011031100,1.58 
2022-10-07,102900011031582,1.47 
2022-10-07,102900011032022,2.58 
2022-10-07,102900011032213,1.61 
2022-10-07,102900011032237,1.56 
2022-10-07,102900011032244,3.69 
2022-10-07,102900011032251,2.50 
2022-10-07,102900011032343,12.40 
2022-10-07,102900011032367,11.00 
2022-10-07,102900011032619,13.47 
2022-10-07,102900011032732,9.99 
2022-10-07,102900011032848,1.20 
2022-10-07,102900011033906,2.02 
2022-10-07,102900011033920,5.03 
2022-10-07,102900011033937,6.63 
2022-10-07,102900011033944,8.23 
2022-10-07,102900011034026,5.24 
2022-10-07,102900011034224,0.94 
2022-10-07,102900011034231,0.72 
2022-10-07,102900011034330,3.43 
2022-10-07,102900011034439,2.10 
2022-10-07,102900011035078,14.98 
2022-10-07,102900011035511,4.59 
2022-10-07,102900051009336,15.24 
2022-10-07,102900051010455,3.20 
2022-10-07,106949711300259,2.19 
2022-10-08,102900005115250,0.12 
2022-10-08,102900005115625,4.00 
2022-10-08,102900005115786,0.49 
2022-10-08,102900005115878,4.72 
2022-10-08,102900005115946,3.21 
2022-10-08,102900005116509,4.86 
2022-10-08,102900005116530,13.03 
2022-10-08,102900005116714,7.20 
2022-10-08,102900005116837,8.00 
2022-10-08,102900005116899,4.79 
2022-10-08,102900005118831,4.29 
2022-10-08,102900005119975,2.00 
2022-10-08,102900005125815,7.96 
2022-10-08,102900011006955,10.00 
2022-10-08,102900011007044,2.58 
2022-10-08,102900011008522,4.43 
2022-10-08,102900011013274,2.00 
2022-10-08,102900011016701,5.66 
2022-10-08,102900011021842,7.00 
2022-10-08,102900011022849,3.29 
2022-10-08,102900011030059,2.17 
2022-10-08,102900011030097,1.70 
2022-10-08,102900011030110,2.61 
2022-10-08,102900011030134,0.94 
2022-10-08,102900011030141,1.03 
2022-10-08,102900011030158,0.10 
2022-10-08,102900011030912,3.39 
2022-10-08,102900011030929,1.50 
2022-10-08,102900011031100,1.44 
2022-10-08,102900011031582,1.53 
2022-10-08,102900011031995,2.20 
2022-10-08,102900011032022,1.60 
2022-10-08,102900011032237,1.92 
2022-10-08,102900011032251,2.40 
2022-10-08,102900011032343,13.00 
2022-10-08,102900011032367,11.01 
2022-10-08,102900011032619,13.00 
2022-10-08,102900011032732,9.89 
2022-10-08,102900011032848,1.20 
2022-10-08,102900011033906,2.22 
2022-10-08,102900011033920,5.18 
2022-10-08,102900011033937,6.64 
2022-10-08,102900011033944,7.91 
2022-10-08,102900011034026,5.13 
2022-10-08,102900011034224,0.96 
2022-10-08,102900011034231,0.71 
2022-10-08,102900011034330,3.43 
2022-10-08,102900011034439,2.10 
2022-10-08,102900011035078,14.94 
2022-10-08,102900011035481,0.10 
2022-10-08,102900011035511,4.43 
2022-10-08,102900051009336,15.20 
2022-10-08,102900051010455,4.17 
2022-10-08,106949711300259,2.19 
2022-10-09,102900005115786,0.13 
2022-10-09,102900005115878,4.93 
2022-10-09,102900005115946,3.44 
2022-10-09,102900005116509,4.86 
2022-10-09,102900005116530,13.60 
2022-10-09,102900005116714,7.20 
2022-10-09,102900005116837,8.25 
2022-10-09,102900005116899,4.50 
2022-10-09,102900005118831,5.01 
2022-10-09,102900005119104,0.58 
2022-10-09,102900005119975,2.00 
2022-10-09,102900011006955,10.00 
2022-10-09,102900011007044,2.58 
2022-10-09,102900011008522,4.36 
2022-10-09,102900011013274,2.00 
2022-10-09,102900011016701,5.66 
2022-10-09,102900011021842,7.00 
2022-10-09,102900011022849,3.22 
2022-10-09,102900011030059,2.18 
2022-10-09,102900011030097,1.68 
2022-10-09,102900011030110,2.59 
2022-10-09,102900011030134,1.18 
2022-10-09,102900011030141,1.06 
2022-10-09,102900011030912,2.88 
2022-10-09,102900011031100,1.27 
2022-10-09,102900011031582,1.54 
2022-10-09,102900011031926,3.18 
2022-10-09,102900011032022,1.60 
2022-10-09,102900011032213,1.62 
2022-10-09,102900011032244,4.07 
2022-10-09,102900011032251,2.34 
2022-10-09,102900011032343,13.00 
2022-10-09,102900011032367,11.00 
2022-10-09,102900011032619,13.00 
2022-10-09,102900011032732,9.99 
2022-10-09,102900011032848,1.20 
2022-10-09,102900011033906,2.22 
2022-10-09,102900011033920,5.20 
2022-10-09,102900011033937,6.65 
2022-10-09,102900011033944,7.92 
2022-10-09,102900011034026,4.99 
2022-10-09,102900011034224,0.94 
2022-10-09,102900011034231,0.70 
2022-10-09,102900011034330,3.45 
2022-10-09,102900011034439,2.10 
2022-10-09,102900011035078,14.90 
2022-10-09,102900011035511,4.41 
2022-10-09,102900051010455,4.26 
2022-10-09,106949711300259,2.20 
2022-10-10,102900005115779,4.96 
2022-10-10,102900005115786,0.13 
2022-10-10,102900005115878,4.75 
2022-10-10,102900005115946,3.39 
2022-10-10,102900005116509,5.76 
2022-10-10,102900005116530,13.60 
2022-10-10,102900005116714,7.20 
2022-10-10,102900005116837,8.55 
2022-10-10,102900005116899,4.30 
2022-10-10,102900005118831,4.92 
2022-10-10,102900005119104,0.10 
2022-10-10,102900011006955,10.02 
2022-10-10,102900011008522,4.36 
2022-10-10,102900011016701,5.79 
2022-10-10,102900011021842,7.00 
2022-10-10,102900011022849,3.19 
2022-10-10,102900011030059,2.20 
2022-10-10,102900011030097,1.69 
2022-10-10,102900011030110,3.30 
2022-10-10,102900011030134,1.34 
2022-10-10,102900011030141,1.04 
2022-10-10,102900011030158,0.10 
2022-10-10,102900011030912,2.88 
2022-10-10,102900011030929,1.51 
2022-10-10,102900011031100,1.27 
2022-10-10,102900011031582,1.54 
2022-10-10,102900011032022,1.59 
2022-10-10,102900011032213,1.62 
2022-10-10,102900011032237,1.73 
2022-10-10,102900011032244,4.01 
2022-10-10,102900011032251,2.34 
2022-10-10,102900011032343,12.99 
2022-10-10,102900011032367,11.00 
2022-10-10,102900011032619,13.00 
